"ChEMBL ID;""Name"";""Synonyms"";""Type"";""Max Phase"";""Molecular Weight"";""Targets"";""Bioactivities"";""AlogP"";""PSA"";""HBA"";""HBD"";""#RO5 Violations"";""#Rotatable Bonds"";""Passes Ro3"";""QED Weighted"";""CX ApKa"";""CX BpKa"";""CX LogP"";""CX LogD"";""Aromatic Rings"";""Structure Type"";""Inorganic Flag"";""Heavy Atoms"";""HBA Lipinski"";""HBD Lipinski"";""#RO5 Violations (Lipinski)"";""Molecular Weight (Monoisotopic)"";""Molecular Species"";""Molecular Formula"";""Smiles""",,,
"CHEMBL1492500;""DOTHIEPIN"";""DOSULEPIN|DOTHIEPIN"";""Small molecule"";""4"";""295.45"";""14"";""37"";""4.68"";""3.24"";""2"";""0"";""0"";""3"";""N"";""0.81"";""None"";""9.76"";""4.52"";""2.19"";""2"";""MOL"";""0"";""21"";""1"";""0"";""0"";""295.1395"";""BASE"";""C19H21NS"";""CN(C)CC/C=C1\c2ccccc2CSc2ccccc21""",,,
"CHEMBL1341;""METHOXYFLURANE"";""DA-759|METHOXIFLURANE|METHOXY FLURANE|METHOXYFLURANE|Methoxyflurane|Metofane|NSC-110432|Penthrane|Pentrane"";""Small molecule"";""4"";""164.97"";""25"";""50"";""2.03"";""9.23"";""1"";""0"";""0"";""2"";""Y"";""0.57"";""None"";""None"";""2.31"";""2.31"";""0"";""MOL"";""0"";""8"";""1"";""0"";""0"";""163.9607"";""NEUTRAL"";""C3H4Cl2F2O"";""COC(F)(F)C(Cl)Cl""",,,
"CHEMBL108;""CARBAMAZEPINE"";""ARBIL MR|CARBAGEN SR|CARBAMAZEPINE|CARNEXIV|Carbatrol|EPIMAZ|EPIMAZ RET|Epitol|Equetro|G-32883|GEIGY 32883|NSC-169864|SIRTAL RET|TEGRETOL CHEWTAB|TEGRETOL PROLONGED RELEASE|TEGRETOL-XR|TERIL RET|TIMONIL 200 RET|TIMONIL 400 RET|Tegretol|Tegretol XR|Teril"";""Small molecule"";""4"";""236.27"";""210"";""3130"";""3.39"";""46.33"";""1"";""1"";""0"";""0"";""N"";""0.75"";""None"";""None"";""2.77"";""2.77"";""2"";""MOL"";""0"";""18"";""3"";""2"";""0"";""236.0950"";""NEUTRAL"";""C15H12N2O"";""NC(=O)N1c2ccccc2C=Cc2ccccc21""",,,
"CHEMBL1192517;""BIFEMELANE"";""BIFEMELANE|BIFEMELANE HYDROCHLORIDE"";""Small molecule"";""0"";""269.39"";""21"";""47"";""3.66"";""21.26"";""2"";""1"";""0"";""8"";""N"";""0.74"";""None"";""10.54"";""4.12"";""1.23"";""2"";""MOL"";""0"";""20"";""2"";""1"";""0"";""269.1780"";""BASE"";""C18H23NO"";""CNCCCCOc1ccccc1Cc1ccccc1""",,,
"CHEMBL1077896;""ROPIVACAINE"";""ROPIVACAINE|TLC-590|TLC590"";""Small molecule"";""4"";""274.41"";""16"";""57"";""3.51"";""32.34"";""2"";""1"";""0"";""4"";""N"";""0.91"";""13.62"";""7.82"";""4.07"";""3.51"";""1"";""MOL"";""0"";""20"";""3"";""1"";""0"";""274.2045"";""NEUTRAL"";""C17H26N2O"";""CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C""",,,
"CHEMBL1697737;""CLOTIAZEPAM"";""CLOTIAZEPAM|CLOZAN"";""Small molecule"";""4"";""318.83"";""4"";""26"";""3.78"";""32.67"";""3"";""0"";""0"";""2"";""N"";""0.83"";""None"";""2.39"";""4.11"";""4.11"";""2"";""MOL"";""0"";""21"";""3"";""0"";""0"";""318.0594"";""NEUTRAL"";""C16H15ClN2OS"";""CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl""",,,
"CHEMBL370805;""COCAINE"";""COCAINE|IDS-NC-004|RX-0041|RX0041"";""Small molecule"";""4"";""303.36"";""39"";""797"";""1.87"";""55.84"";""5"";""0"";""0"";""3"";""N"";""0.80"";""None"";""8.85"";""2.28"";""0.82"";""1"";""MOL"";""0"";""22"";""5"";""0"";""0"";""303.1471"";""BASE"";""C17H21NO4"";""COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C""",,,
"CHEMBL1098;""BUPIVACAINE"";""Anekain|BUPIVACAINE|EXPAREL|LIQ-865|LIQ865|Marcaine|ROPIVACAINE HYDROCHLORIDE IMPURITY"," BUPIVACAINE-|SKY-0402|SKY0402|Sensorcaine"";""Small molecule"";""4"";""288.44"";""26"";""107"";""3.90"";""32.34"";""2"";""1"";""0"";""5"";""N"";""0.89"";""13.62"";""8.00"";""4.52"";""3.82"";""1"";""MOL"";""0"";""21"";""3"";""1"";""0"";""288.2202"";""NEUTRAL"";""C18H28N2O"";""CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C""",,
"CHEMBL637;""VENLAFAXINE"";""ALVENTA XL|AMPHERO XL|BONILUX XL|DEPEFEX XL|EFEXOR|EFEXOR XL|Effexor|FORAVEN XL|MENTAVEN XL|POLITID XL|RANFAXINE XL|RODOMEL XL|SUNVENIZ XL|TARDCAPS XL|TIFAXIN XL|TONPULAR XL|TRIXAT XL|VAXALIN XL|VENAXX XL|VENLABLUE XL|VENLADEX XL|VENLAFAXINE|VENLALIC XL|VENLANEO XL|VENSIR XL|VEXARIN XL|VIEPAX|VIEPAX XL|Venlafaxine|WINFEX XL"";""Small molecule"";""4"";""277.41"";""141"";""968"";""3.04"";""32.70"";""3"";""1"";""0"";""5"";""N"";""0.90"";""None"";""8.91"";""2.74"";""1.22"";""1"";""MOL"";""0"";""20"";""3"";""1"";""0"";""277.2042"";""BASE"";""C17H27NO2"";""COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1""",,,
"CHEMBL13209;""NITRAZEPAM"";""Mogadon|N05CD02|NITRADOS|NITRAZEPAM|NSC-58775|REMNOS|RO 4-5360|RO 5-3059|RO-4-5360|RO-45360|RO-5-3059|RO-53059|SOMNITE|UNISOMNIA"";""Small molecule"";""4"";""281.27"";""139"";""642"";""2.38"";""84.60"";""4"";""1"";""0"";""2"";""N"";""0.68"";""11.66"";""2.65"";""2.55"";""2.55"";""2"";""MOL"";""0"";""21"";""6"";""1"";""0"";""281.0800"";""NEUTRAL"";""C15H11N3O3"";""O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1""",,,
"CHEMBL54661;""FLUPENTIXOL"";""FLUPENTIXOL|LC 44|LC-44|N-7009"";""Small molecule"";""3"";""434.53"";""53"";""136"";""4.60"";""26.71"";""4"";""1"";""0"";""5"";""N"";""0.63"";""None"";""8.03"";""4.50"";""3.78"";""2"";""MOL"";""0"";""30"";""3"";""1"";""0"";""434.1640"";""NEUTRAL"";""C23H25F3N2OS"";""OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1""",,,
"CHEMBL54;""HALOPERIDOL"";""DOLPIN|DOZIC|FORTUNAN|HALDOL SOLUTAB|HALOPERIDOL|HALOPERIDOL DECANOATE IMPURITY"," HALOPERIDOL-|Haldol|KENTACE|Keselen|MCN-JR-1625|NSC-170973|NSC-615296|R-1625|SERENACE"";""Small molecule"";""4"";""375.87"";""354"";""4271"";""4.43"";""40.54"";""3"";""1"";""0"";""6"";""N"";""0.76"";""13.96"";""8.05"";""3.66"";""2.93"";""2"";""MOL"";""0"";""26"";""3"";""1"";""0"";""375.1401"";""NEUTRAL"";""C21H23ClFNO2"";""O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1""",,
"CHEMBL1200986;""HALOPERIDOL DECANOATE"";""HALOPERIDOL DECANOATE|Haldol|Haldol Dec|R-13","672|R-13672"";""Small molecule"";""4"";""530.12"";""7"";""10"";""8.12"";""46.61"";""4"";""0"";""2"";""15"";""N"";""0.13"";""None"";""8.24"";""7.91"";""7.02"";""2"";""MOL"";""0"";""37"";""4"";""0"";""2"";""529.2759"";""NEUTRAL"";""C31H41ClFNO3"";""CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1""",,
"CHEMBL12;""DIAZEPAM"";""ALUPRAM 10|ALUPRAM 2|ALUPRAM 5|ATENSINE|Apozepam|DIALAR|DIALAR FTE|DIASTAT ACUDIAL|DIAZEPAM|DIAZEPAM CIV|DIAZEPAM INTENSOL|DIZAC|Diastat|E-Pam|LA III|LA-III|NRL-1|NSC-169897|NSC-77518|Paxel|Q-PAM|RO 5-2807|RO-5-2807|RO-52807|Relanium|SOLIS|STESOLID|Scriptopam|Serenack|TENSIUM|Tranimul|VALCLAIR|VALRELEASE|VALTOCO|Valium|Vivol|WY-3467"";""Small molecule"";""4"";""284.75"";""223"";""3570"";""3.15"";""32.67"";""2"";""0"";""0"";""1"";""N"";""0.79"";""None"";""2.92"";""3.08"";""3.08"";""2"";""MOL"";""0"";""20"";""3"";""0"";""0"";""284.0716"";""NEUTRAL"";""C16H13ClN2O"";""CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21""",,,
"CHEMBL1201342;""METHIXENE"";""METIXENE|Methixene"";""Small molecule"";""4"";""309.48"";""3"";""3"";""5.02"";""3.24"";""2"";""0"";""1"";""2"";""N"";""0.77"";""None"";""9.34"";""5.06"";""3.13"";""2"";""MOL"";""0"";""22"";""1"";""0"";""1"";""309.1551"";""BASE"";""C20H23NS"";""CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1""",,,
"CHEMBL255044;""FLUPIRTINE"";""FLUPIRTINE"";""Small molecule"";""2"";""304.32"";""51"";""125"";""2.98"";""89.27"";""5"";""3"";""0"";""5"";""N"";""0.79"";""12.90"";""7.50"";""2.67"";""2.32"";""2"";""MOL"";""0"";""22"";""6"";""4"";""0"";""304.1336"";""NEUTRAL"";""C15H17FN4O2"";""CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N""",,,
"CHEMBL511142;""BUPRENORPHINE"";""ALKS-5461 COMPONENT BUPRENORPHINE|BUPEAZE|BUPLAST|BUPRENORPHINE|BUTEC|BUTRANS|HAPOCTASIN|PANITAZ|PRENOTRIX|RELETRANS|SEVODYNE|SUBLOCADE|TEMGESIC|TEPHINE|TRANSTEC"";""Small molecule"";""4"";""467.65"";""47"";""264"";""4.41"";""62.16"";""5"";""2"";""0"";""4"";""N"";""0.69"";""10.42"";""9.63"";""3.55"";""1.61"";""1"";""MOL"";""0"";""34"";""5"";""2"";""0"";""467.3036"";""BASE"";""C29H41NO4"";""CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5""",,,
"CHEMBL1237021;""LURASIDONE"";""LATUDA|LURASIDONE|Lurasidone"";""Small molecule"";""4"";""492.69"";""6"";""7"";""4.26"";""56.75"";""6"";""0"";""0"";""5"";""N"";""0.58"";""None"";""8.50"";""4.56"";""3.43"";""2"";""MOL"";""0"";""35"";""6"";""0"";""0"";""492.2559"";""NEUTRAL"";""C28H36N4O2S"";""O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1""",,,
"CHEMBL2105187;""MAZATICOL"";""MAZATICOL|MAZATICOL HYDROCHLORIDE|PG-501"";""Small molecule"";""0"";""405.59"";"""";"""";""4.24"";""49.77"";""6"";""1"";""0"";""4"";""N"";""0.77"";""10.40"";""9.36"";""4.01"";""2.27"";""2"";""MOL"";""0"";""27"";""4"";""1"";""0"";""405.1432"";""BASE"";""C21H27NO3S2"";""CN1[C@@H]2CCC(C)(C)[C@H]1C[C@H](OC(=O)C(O)(c1cccs1)c1cccs1)C2""",,,
"CHEMBL267719;""ALLOBARBITAL"";""ALLOBARBITAL|DIALLYLBARBITURIC ACID|DIALLYMAL"";""Small molecule"";""0"";""208.22"";""9"";""16"";""0.49"";""75.27"";""3"";""2"";""0"";""4"";""N"";""0.52"";""7.48"";""None"";""1.00"";""0.74"";""0"";""MOL"";""0"";""15"";""5"";""2"";""0"";""208.0848"";""NEUTRAL"";""C10H12N2O3"";""C=CCC1(CC=C)C(=O)NC(=O)NC1=O""",,,
"CHEMBL1595;""DIHYDROCODEINE"";""DIHYDROCODEINE|Dihydrocodeine|IDS-ND-008(SECT.2)|NSC-231319"";""Small molecule"";""4"";""301.39"";""26"";""31"";""1.73"";""41.93"";""4"";""1"";""0"";""1"";""N"";""0.86"";""None"";""9.33"";""1.55"";""-0.38"";""1"";""MOL"";""0"";""22"";""4"";""1"";""0"";""301.1678"";""BASE"";""C18H23NO3"";""COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314""",,,
"CHEMBL1201;""THIOTHIXENE"";""Navane|ORBINAMON|P-4657 B|P-4657B|THIOTHIXENE|TIOTIXENE"";""Small molecule"";""4"";""443.64"";""43"";""114"";""3.47"";""43.86"";""5"";""0"";""0"";""5"";""N"";""0.60"";""None"";""8.16"";""3.36"";""2.54"";""2"";""MOL"";""0"";""30"";""5"";""0"";""0"";""443.1701"";""NEUTRAL"";""C23H29N3O2S2"";""CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1""",,,
"CHEMBL22242;""REMOXIPRIDE"";""A 33547|FLA 731|REMOXIPRIDE|Roxiam"";""Small molecule"";""4"";""371.28"";""34"";""128"";""2.68"";""50.80"";""4"";""1"";""0"";""6"";""N"";""0.84"";""13.06"";""8.40"";""2.34"";""1.30"";""1"";""MOL"";""0"";""22"";""5"";""1"";""0"";""370.0892"";""NEUTRAL"";""C16H23BrN2O3"";""CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC""",,,
"CHEMBL395091;""ESKETAMINE"";""ESKETAMINE"";""Small molecule"";""4"";""237.73"";""3"";""21"";""2.90"";""29.10"";""2"";""1"";""0"";""2"";""Y"";""0.86"";""None"";""7.16"";""3.35"";""3.15"";""1"";""MOL"";""0"";""16"";""2"";""1"";""0"";""237.0920"";""NEUTRAL"";""C13H16ClNO"";""CN[C@]1(c2ccccc2Cl)CCCCC1=O""",,,
"CHEMBL1200951;""FLUPHENAZINE ENANTHATE"";""FLUPHENAZINE|FLUPHENAZINE ENANTATE|FLUPHENAZINE ENANTHATE|FLUPHENAZINE MALEATE|MODITEN ENANT|PROLIXIN ENANTHATE|Prolixin|SQ 16","114|SQ 16144"";""Small molecule"";""4"";""549.70"";""3"";""20"";""6.83"";""36.02"";""6"";""0"";""2"";""12"";""N"";""0.21"";""None"";""7.48"";""6.89"";""6.54"";""2"";""MOL"";""0"";""38"";""5"";""0"";""2"";""549.2637"";""NEUTRAL"";""C29H38F3N3O2S"";""CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1""",,
"CHEMBL17860;""LOFEXIDINE"";""LOFEXIDINE"";""Small molecule"";""4"";""259.14"";""15"";""32"";""2.76"";""33.62"";""3"";""1"";""0"";""3"";""Y"";""0.91"";""None"";""9.27"";""2.66"";""0.90"";""1"";""MOL"";""0"";""16"";""3"";""1"";""0"";""258.0327"";""BASE"";""C11H12Cl2N2O"";""CC(Oc1c(Cl)cccc1Cl)C1=NCCN1""",,,
"CHEMBL16;""PHENYTOIN"";""DILANTIN-125|DILANTIN-30|DIPHENYLHYDANTOIN|Dilabid|Dilantin|Diphenylhydantoin|Hydantol|NSC-8722|PHENYTOIN|Phentytoin|Phenytek|Phenytex|SM-88 COMPONENT PHENYTOIN"";""Small molecule"";""4"";""252.27"";""203"";""3905"";""1.97"";""61.69"";""2"";""2"";""0"";""2"";""N"";""0.86"";""5.86"";""None"";""2.63"";""1.07"";""2"";""MOL"";""0"";""19"";""4"";""2"";""0"";""252.0899"";""ACID"";""C15H12N2O2"";""O=C1N=C(O)NC1(c1ccccc1)c1ccccc1""",,,
"CHEMBL2107254;""CLOXAZOLAM"";""CLOXAZOLAM"";""Small molecule"";""0"";""349.22"";""4"";""9"";""3.48"";""41.57"";""3"";""1"";""0"";""1"";""N"";""0.86"";""12.69"";""2.71"";""4.13"";""4.13"";""2"";""MOL"";""0"";""23"";""4"";""1"";""0"";""348.0432"";""NEUTRAL"";""C17H14Cl2N2O2"";""O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1""",,,
"CHEMBL697;""METHSUXIMIDE"";""Celontin|MESUXIMIDE|METHSUXIMIDE|Methsuximide"";""Small molecule"";""4"";""203.24"";""7"";""50"";""1.33"";""37.38"";""2"";""0"";""0"";""1"";""Y"";""0.65"";""None"";""None"";""1.46"";""1.46"";""1"";""MOL"";""0"";""15"";""3"";""0"";""0"";""203.0946"";""NEUTRAL"";""C12H13NO2"";""CN1C(=O)CC(C)(c2ccccc2)C1=O""",,,
"CHEMBL644;""TRIMIPRAMINE"";""7162 RP|7162-RP|IL 6001|IL-6001|Surmontil|TRIMEPROPRIMINE|TRIMIPRAMINE|Trimipramine"";""Small molecule"";""4"";""294.44"";""23"";""108"";""4.12"";""6.48"";""2"";""0"";""0"";""4"";""N"";""0.84"";""None"";""9.42"";""4.76"";""2.75"";""2"";""MOL"";""0"";""22"";""2"";""0"";""0"";""294.2096"";""BASE"";""C20H26N2"";""CC(CN(C)C)CN1c2ccccc2CCc2ccccc21""",,,
"CHEMBL439849;""VILAZODONE"";""EMD 515259|EMD-515259|EMD-68-843|VILAZODONE"";""Small molecule"";""4"";""441.54"";""29"";""48"";""4.03"";""102.29"";""5"";""2"";""0"";""7"";""N"";""0.42"";""None"";""8.60"";""3.72"";""2.49"";""4"";""MOL"";""0"";""33"";""7"";""3"";""0"";""441.2165"";""BASE"";""C26H27N5O2"";""N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1""",,,
"CHEMBL315795;""CLOMETHIAZOLE"";""CLOMETHIAZOLE|HEMINEVRIN|SCTZ [AS EDISYLATE]"";""Small molecule"";""4"";""161.66"";""24"";""61"";""2.23"";""12.89"";""2"";""0"";""0"";""2"";""Y"";""0.61"";""None"";""3.18"";""1.77"";""1.77"";""1"";""MOL"";""0"";""9"";""1"";""0"";""0"";""161.0066"";""NEUTRAL"";""C6H8ClNS"";""Cc1ncsc1CCCl""",,,
"CHEMBL3;""NICOTINE"";""HABITROL|NICABATE|NICODERM CQ|NICOPASS|NICOPATCH|NICORETTE INVISI|NICOTINE|NICOTINELL CLASSIC|NICOTINELL SUPPORT|NICOTINELL TTS 10|NICOTINELL TTS 20|NICOTINELL TTS 30|NIQUITIN|NIQUITIN CLR|NIQUITIN MINIS CHERRY|NIQUITIN MINIS MINT|NIQUITIN MINIS ORANGE|NIQUITIN MINT|NIQUITIN PRE-QUIT|NIQUITIN STRIPS MINT|Nicoderm|Nicotine|Nicotrol|Nicotrol Inhaler|Nicotrol NS|PROSTEP|STOPPERS|STUBIT"";""Small molecule"";""4"";""162.24"";""215"";""1659"";""1.85"";""16.13"";""2"";""0"";""0"";""1"";""Y"";""0.63"";""None"";""8.58"";""1.16"";""-0.04"";""1"";""MOL"";""0"";""12"";""2"";""0"";""0"";""162.1157"";""BASE"";""C10H14N2"";""CN1CCC[C@H]1c1cccnc1""",,,
"CHEMBL2104940;""VIMINOL"";""DIVIMINOL|VIMINOL|Z 424"";""Small molecule"";""0"";""362.95"";"""";"""";""5.12"";""28.40"";""3"";""1"";""1"";""9"";""N"";""0.67"";""13.82"";""10.10"";""5.43"";""2.79"";""2"";""MOL"";""0"";""25"";""3"";""1"";""1"";""362.2125"";""BASE"";""C21H31ClN2O"";""CCC(C)N(CC(O)c1cccn1Cc1ccccc1Cl)C(C)CC""",,,
"CHEMBL1490;""TRIHEXYPHENIDYL"";""NSC-12268|TRIHEXYPHENIDYL|Trihexyphenidyl"";""Small molecule"";""4"";""301.47"";""120"";""784"";""4.33"";""23.47"";""2"";""1"";""0"";""5"";""N"";""0.87"";""13.84"";""9.32"";""4.23"";""2.32"";""1"";""MOL"";""0"";""22"";""2"";""1"";""0"";""301.2406"";""BASE"";""C20H31NO"";""OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1""",,,
"CHEMBL1505;""ALMOTRIPTAN"";""ALMOTRIPTAN|Almotriptan|LAS 31416|LAS-31416"";""Small molecule"";""4"";""335.47"";""10"";""46"";""2.20"";""56.41"";""3"";""1"";""0"";""6"";""N"";""0.88"";""None"";""9.55"";""1.52"";""-0.61"";""2"";""MOL"";""0"";""23"";""5"";""1"";""0"";""335.1667"";""BASE"";""C17H25N3O2S"";""CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12""",,,
"CHEMBL157138;""LISURIDE"";""LISURIDE|LISURIDE MALEATE|LYSURIDE|REVANIL 200"";""Small molecule"";""4"";""338.46"";""114"";""295"";""2.84"";""51.37"";""2"";""2"";""0"";""3"";""N"";""0.90"";""None"";""6.88"";""2.17"";""2.06"";""2"";""MOL"";""0"";""25"";""5"";""2"";""0"";""338.2107"";""NEUTRAL"";""C20H26N4O"";""CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1""",,,
"CHEMBL54976;""TRYPTOPHAN"";""GPPE PDR SACH|L-TRYPTOPHAN|NSC-13119|OPTIMAX|OPTIMAX WV|PACITRON|TRYPTOPHAN|TRYPTOPHAN"," L-"";""Small molecule"";""4"";""204.23"";""86"";""288"";""1.12"";""79.11"";""2"";""3"";""0"";""3"";""N"";""0.70"";""2.54"";""9.40"";""-1.09"";""-1.09"";""2"";""MOL"";""0"";""15"";""4"";""4"";""0"";""204.0899"";""ZWITTERION"";""C11H12N2O2"";""N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O""",,
"CHEMBL2104095;""CHOLINE SALICYLATE"";""Arthropan|CHOLINE SALICYLATE|DINNEFORDS"";""Small molecule"";""4"";""241.29"";"""";"""";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""MOL"";""0"";""None"";""None"";""None"";""None"";""241.1314"";""None"";""C12H19NO4"";""C[N+](C)(C)CCO.O=C([O-])c1ccccc1O""",,,
"CHEMBL591;""ETHCHLORVYNOL"";""ETHCHLORVYNOL|Ethchlorvynol|Placidyl"";""Small molecule"";""4"";""144.60"";""4"";""32"";""1.51"";""20.23"";""1"";""1"";""0"";""2"";""Y"";""0.58"";""12.88"";""None"";""1.62"";""1.62"";""0"";""MOL"";""0"";""9"";""1"";""1"";""0"";""144.0342"";""NEUTRAL"";""C7H9ClO"";""C#CC(O)(/C=C/Cl)CC""",,,
"CHEMBL290916;""EDARAVONE"";""ANTIPYRINE RELATED COMPOUND A|EDARAVONE|MCI-186|NORPHENAZONE|NSC-12|NSC-26139|NSC-2629|RADICAVA|Radicut"";""Small molecule"";""4"";""174.20"";""177"";""556"";""1.80"";""32.67"";""2"";""0"";""0"";""1"";""Y"";""0.64"";""None"";""None"";""1.53"";""1.53"";""1"";""MOL"";""0"";""13"";""3"";""0"";""0"";""174.0793"";""NEUTRAL"";""C10H10N2O"";""CC1=NN(c2ccccc2)C(=O)C1""",,,
"CHEMBL2104932;""FLUMEDROXONE"";""FLUMEDROXONE|WG 537 [AS ACETATE]"";""Small molecule"";""0"";""398.46"";"""";"""";""4.63"";""54.37"";""3"";""1"";""0"";""1"";""N"";""0.70"";""12.70"";""None"";""3.97"";""3.97"";""0"";""MOL"";""0"";""28"";""3"";""1"";""0"";""398.2069"";""NEUTRAL"";""C22H29F3O3"";""CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C(F)(F)F)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C""",,,
"CHEMBL288470;""AMINOPYRINE"";""AMIDOPYRINE|AMINOPHENAZONE|AMINOPYRINE|Aminopyrine"";""Small molecule"";""4"";""231.30"";""38"";""136"";""1.55"";""30.17"";""4"";""0"";""0"";""2"";""N"";""0.78"";""None"";""3.66"";""1.15"";""1.15"";""2"";""MOL"";""0"";""17"";""4"";""0"";""0"";""231.1372"";""NEUTRAL"";""C13H17N3O"";""Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C""",,,
"CHEMBL3707308;""ACETYLGLYCINAMIDE CHLORAL HYDRATE"";""ACETYLGLYCINAMIDE CHLORAL HYDRATE"";""Small molecule"";""0"";""281.52"";"""";"""";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""MOL"";""0"";""None"";""None"";""None"";""None"";""279.9784"";""None"";""C6H11Cl3N2O4"";""CC(=O)NCC(N)=O.OC(O)C(Cl)(Cl)Cl""",,,
"CHEMBL259209;""MILNACIPRAN"";""MIDALCIPRAN|MILNACIPRAN"";""Small molecule"";""4"";""246.35"";""18"";""116"";""1.77"";""46.33"";""2"";""1"";""0"";""5"";""N"";""0.86"";""None"";""9.83"";""1.42"";""-0.91"";""1"";""MOL"";""0"";""18"";""3"";""2"";""0"";""246.1732"";""BASE"";""C15H22N2O"";""CCN(CC)C(=O)C1(c2ccccc2)CC1CN""",,,
"CHEMBL306700;""VILOXAZINE"";""VILOXAZINE"";""Small molecule"";""4"";""237.30"";""16"";""50"";""1.45"";""39.72"";""4"";""1"";""0"";""5"";""N"";""0.84"";""None"";""8.19"";""1.49"";""0.63"";""1"";""MOL"";""0"";""17"";""4"";""1"";""0"";""237.1365"";""NEUTRAL"";""C13H19NO3"";""CCOc1ccccc1OCC1CNCCO1""",,,
"CHEMBL1201317;""TRICLOFOS"";""TRICLOFOS|Triclofos"";""Small molecule"";""4"";""229.38"";"""";"""";""1.47"";""66.76"";""2"";""2"";""0"";""2"";""N"";""0.56"";""1.17"";""None"";""0.93"";""-2.65"";""0"";""MOL"";""0"";""10"";""4"";""2"";""0"";""227.8913"";""ACID"";""C2H4Cl3O4P"";""O=P(O)(O)OCC(Cl)(Cl)Cl""",,,
"CHEMBL940;""GABAPENTIN"";""CI-945|DM-1796|GABAPENTIN|GOE 3450|GOE-3450|GRALISE|Neurontin"";""Small molecule"";""4"";""171.24"";""143"";""1082"";""1.37"";""63.32"";""2"";""2"";""0"";""3"";""N"";""0.67"";""4.63"";""9.91"";""-1.27"";""-1.27"";""0"";""MOL"";""0"";""12"";""3"";""3"";""0"";""171.1259"";""ZWITTERION"";""C9H17NO2"";""NCC1(CC(=O)O)CCCCC1""",,,
"CHEMBL1201023;""ORPHENADRINE HYDROCHLORIDE"";""BIORPHEN|DISIPAL|ORPHENADRINE (CHLORIDE)|ORPHENADRINE HYDROCHLORIDE|Orphenadrine (Chloride)|Orphenadrine hydrochloride"";""Small molecule"";""4"";""305.85"";""22"";""40"";""3.66"";""12.47"";""2"";""0"";""0"";""6"";""N"";""0.79"";""None"";""8.87"";""4.17"";""2.69"";""2"";""MOL"";""0"";""20"";""2"";""0"";""0"";""269.1780"";""BASE"";""C18H24ClNO"";""Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl""",,,
"CHEMBL3707389;""AMINO(DIPHENYLHYDANTOIN) VALERIC ACID"";""AMINO(DIPHENYLHYDANTOIN) VALERIC ACID"";""Small molecule"";""0"";""367.41"";"""";"""";""1.67"";""112.73"";""4"";""3"";""0"";""7"";""N"";""0.64"";""1.68"";""9.20"";""-0.42"";""-0.43"";""2"";""MOL"";""0"";""27"";""7"";""4"";""0"";""367.1532"";""ZWITTERION"";""C20H21N3O4"";""NC(CCCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O)C(=O)O""",,,
